Content,Date,User
"Loco López nadie te queremos en Querétaro , somos 💯 PAN un Estado en plena prosperidad sin tu Política decadente ; no vuelvas más ! Estado totalmente Capitalista y Neoliberal !",20 ago.,@RobertoMarioTR
"Y ya definieron cuándo se reestablecerá el suministro de medicaméntos para niños con Cáncer?
O seguirås como el """" Tío Lolo"" sobre este tema?
Inépto!",20 ago.,@ManuelM57022300
"Y ahora tu pinche hermano evidenciado el tal pio también debe estar declarando ante la fiscalía por corrupto igual que Lozoya, o te vas a hacer güey, así como el puto que se robó el libro en Argentina",21 ago.,@keymoon12
pinche MARRANO CORRUPTO ya te sacaron los trapitos al sol a ti al final todo queda en familia no? jajaja uqe gusto me da que por fin se te caiga el pinche teatrito CORRUPTO DE MIERDA  #PIOLOPEZOBRADOR #CORRUPTO,21 ago.,@WEZDFXC
"Viejo pendejo de Amlo,  los de tu hermano Tambien es culpa de Calderón?",21 ago.,@mateozarate97
"Jajajaja, jajajaja, hijo de puta. Todo se paga desgraciado.
Tú hermano Pío recibiendo dinero de parte de David León, ve a Loret de Mola en LatinUS
Jajajaja, jajajaja, jajajaja. Chinga tu madre hijo de puta.",21 ago.,@JuanJosPrezRui2
No existe el coronavirus,20 ago.,@dacopp1
Póngase el maldito CUBREBOCAS. Necio!!!,20 ago.,@PerezMJavier2
Ponte a trabajar huevon!!!!,20 ago.,@Joc701150237
"Tiene 30 minutos hablando de Lozoya 
Esta en proceso un acto judicial 
Para usted un circo para DISTRAER 

Hable de los casi 60 MIL MUERTOS POR COVID 
60 MIL MUERTOS POR INSEGURIDAD 
NIÑOS CON CANCER SIN MEDICAMENTO MURIENDO
INSEGURIDAD 
DESEMPLEO 
Esto es lo.que nos importa",20 ago.,@RaquelHarariCh
"35 minutos despues de iniciada, unicamente 102 personas viendo la mañanera en twitter. Dejeme decirle que tambien fracaso como standupero.",20 ago.,@ParraG85
"Arriba sr presidente, ánimo",20 ago.,@Humbert86615386
"Pinche corrupto de mierda, tu y toda tu familia que se pudran en el infierno. Obrador es miseria, es mentira, es corrupcion, obrador es la mierda mas grande que ha pisado Mexico.",20 ago.,@AndresAlor4
Ánimo mi preside!!!!,20 ago.,@homeenry
Pronto será liberado SLP cuando gane MORENA la elección estatal. Estaremos partiendo el coto cristero para acabar con los abusos del PAN-PRI.,20 ago.,@YaotlAltan
"Si como dices que Carlos Salinas y EPN privatizaron el Puerto de Veracruz por un siglo... Tú, @lopezobrador_  le privatizaste el país al crimen organizado todo tu sexenio y en 20 meses la delincuencia organizada se apoderó de México y sus instituciones.
Te reto a desmentirme.",19 ago.,@juliangt2011
"@lopezobrador_ 
Así se invente las cortinas de humo que quiera, así siga con su cacería de brujas, para distraer.
Hoy usted y su gobierno, cargarán como un lastre.
57.773 cadaveres.
Murieron por su irresponsabilidad, eso no se lo perdonará la historia, y mucho menos esta Nación.",19 ago.,@jdarioml
"Es más! Gracias a Salinas tenemos el TLCAN o ahora TMEC del cuál ustedes se cuelgan para intentar reducir el impacto se Coviderno de 4ta. 

Fin del comunicado!✍️🧐",19 ago.,@DonPorfifirio
"Señor, ya es el Presidente
En serio ya no hay necesidad de hacer Campaña
Póngase a trabajar y déjese de P3ND3J4D4S",19 ago.,@rthur013
Peña es un pendejo,20 ago.,@DanielG51250698
Ase show para llamar la atención estupido as matado mucha jente en el país desempleo pobresa extrema morena la traicion de del peje,20 ago.,@MoyMuller
"Cómo le hacen al pend jo, pinche video es una broma no es como el de Bejarano en donde si se comprobó y demostró que era para el CACAS, es un pinche fraude  y un juego que casualidad son senadores y ayudantes del PAN ninguno del PRI que casualidad, el enemigo del 21 es el PAN",20 ago.,@LuisMRomH
"dame resultados kks. seguridad, educacion, economia o salud. tus vendetas lara ganar votos medio me dan igual. ya ganaste, has algo.",20 ago.,@Marco39590345
Uno te dice que no puedes ser más pendejo y parece que te lo tomas a reto.,20 ago.,@Vane_SitaPere
"Pregunta; habrá forma de incluir a la Constitucion, un articulo que prohibe enajenacion de un bien Nacional por más de 10 años?",20 ago.,@GutieBarajas
Chinga tu madre Obrador,20 ago.,@AndresAlor4
Sr. cacas es usted un pendejo.,20 ago.,@mickeymahy09
Ponte a gobernar inutil,20 ago.,@JESUSBA44221827
@lopezobrador_ tu y tu gabinete son los maestros de las mentiras y el robo. Y en un momento en que el nuestro pais sufre #AmloCorruptoMafioso #AmloCorruptoMafioso,19 ago.,@soelmu
No vendieron el aire por q no se puede 😡 HDP maldito Prian .!!! Q más falta saber 🤦🏽‍♀️,19 ago.,@SuheyDc
"Este es un buen resumen de su gobierno, Presidente:

-Le busca temas delicados a los anteriores

- Actúa con dolo y mala fe

- Al final, resulta que le informan mal y las cosas no son como las expresa

Es decir, se actúa con dolo e ignorancia",19 ago.,@pkomayo
"Eso si sería novedad: Que el viejo marrullero y cobarde, acostumbrado a la mentira, el delito y la extorsión, actúe LEGALMENTE. Quiero verlo #LOPEZGenocida",19 ago.,@PLakech
"¡Tras ellos, Señor Presidente! ¡Que no quede piedra sobre piedra de ese régimen podrido de unos pocos desgraciados de @AccionNacional @PRI_Nacional @prd y ahora @MovCiudadanoMX ! ¡Que no levanten ni la cabeza!",19 ago.,@jaretos
"No hay palabras para describir todo el mal que le causaron al país. No estás solo señor presidente, estamos contigp para ayudarte a limpiarlo de tanta corrupción.

#NiUnVotoAlPRIAN2021",19 ago.,@DraAleMont
"Cuenta con todo nuestro apoyo Sr presidente Andrés.
Hay que anular ése atraco y castigo a traidores.
#AMLONoEstaSolo
#AMLONoEstasSolo
#AMLOEstamosContigo",19 ago.,@Luis90Rodrigu
"PRESIDENTE estamos con Usted, GRACIAS POR RESCATAR A MÉXICO 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽 CUENTE CON NUESTRO APOYO!",19 ago.,@CLAUWATITO_JA
"Hasta no ver, no creer. Este mentiroso y genocida anciano solo habla y habla. Resultados: Ninguno, negativos. Unos dan licencias y otras ratas protegen, esconden la información con cualquier pretexto. ¿Verdad anciano corrupto? Sta. Lucia, Dos Bocas, Segundo piso periférico.",19 ago.,@renebmex
"@lopezobrador_ yo quiero saber la verdad, ¿irme a Querétaro a negociar los señalamientos de Lozoya?, dicen que igual que en el 2018, #NOaNegociacion quiero la verdad @troldans @arbolqro @Eliolvera18 @frasesfunestas @Aucio @mariana_chavezc @m_ebrard @SEGOB_mx @BeatrizGMuller",19 ago.,@pamensiurob
"Me recordo el tratado del canal de Panamá... No puedo dejar de pensar que Peña puede andar con el cinismo y tranquilidad.

¿De que privilegios goza Peña para no enfrentar la justicia?",19 ago.,@AirSuplyy
"Ojalá hubieran privatizado todos los puertos desde antes de la revolución... tendríamos puertos de altura, no los bodrios que tenemos ahora

Mucho nacionalismo, cero competencia",19 ago.,@hachavarrias8
@lopezobrador_ la gente no quiere chismes ni verte repartiendo culpas. Quiere vivir mejor y tú vas de mal en peor,19 ago.,@LuisArm28147370
"Si Sr si vimos que apenas se estaba enterando de esto!
No que el PRESIDENTE lo sabe todo? Creo que en 18 años de campaña bien pudo conocer más de la vida de cada estado que visitó, una pena que desperdicio nuestros recursos! 
Pero hoy sigue igual!
Busque en Google es útil!",19 ago.,@ClemenPC
Ni un voto mas a esos corruptos del PRI PAN PRD MC.,19 ago.,@AlyKante7
"Y hablando de guajolotes para el mole, cuando vas a ponerte a trabajar y a dejar de hablar de los demás ? 

No te cansas de no hacer nada y pasartela envenenando como si fueras vieja chismolera a el pueblo Mexicano? Hasta cuándo trabajarás y no confrontaras.

#X1MxUnido",19 ago.,@vaqueronight63
"@lopezobrador_ yo tengo una duda! Si los sobornos son para convencer a alguien sobre algún tema del que no tiene seguridad de apoyar, para que dar sobornos a personas que siempre apoyaron la reforma energética? Esto está raro.

#LigaAntiKks @LIGAANTIKKS",19 ago.,@DonPanchoTablas
"@lopezobrador_ 
Ya! En serio, mejor se derecho
que para ser político te falta un trecho acepta que solo querías el hueso
y llenarte de lana hasta el pescuezo
y sentir lo que sentía el pelón 
por haber hecho un gran papelón
de no poder con la nación!
#PayadoresMx
#LaHermandad",19 ago.,@KFLaProvidencia
"QUÉ ESFUERZOS,  YO VEO TODO PEOR CADA DÍA ‼️",19 ago.,@AgnesAlessandr6
"Mentiroso. La API de Veracruz es una paraestatal, por lo que es propiedad del gobierno, y así ha sido desde 1993. Increíble que haya quien crea las mentiras diarias de este farsante. Es igual de mentiroso que Trump. Lástima que nunca hay quien se lo diga a la cara en sus shows.",19 ago.,@EnriqueHerranzM
"Hablando de situaciones ilegales, podría checar el asunto de Paloma Aguilar C, quien fue su escolta y por nepotismo, no se puede decir de otra forma, obtuvo un puesto en el SAT. Colocó a novio, suegro y amigos dentro de la dependencia o acaso solo ustedes (T4) pueden ser ilegales",19 ago.,@SIMMANZDOLORES
"La nefasta #TransformacionDe4ta está apostando que el show del corrupto de Lozoya mantenga paralizada a la oposición y que los temas medulares del país como la pandemia, la crisis económica y de seguridad pasen a segundo plano",19 ago.,@MCorrecta
"La sarta de acciones, 

Al fin tenemos un presidente digno de México. #AMLOLujoDePresidente
#AMLOEstamosContigo",19 ago.,@alex_olmarz
"@lopezobrador_ @alvaro_delgado @jet1403 Señor presidente otra dependencias que deberían de DESAPARECER es la CONDUSEF. No sirve para nada. Los mediadores en las Audiencias están coludidos con los bancos, no nos defiendes de las injusticias que cometen. Investiguen periodistas xfa",18 ago.,@lilianajera_2
"Si se trata de APIVER, S.A. DE C.V. creo que esta mal informado, ya q la Administración Portuaria Integral de VERACRUZ, S.A. de C.V. (API) es una empresa paraestatal del Gobierno Federal y fue constituida el 15 de diciembre de 1993  con escritura pública No. 30119
Vuelve a MENTIR",18 ago.,@joseshjoses
"Ya no engañas a nadie, por supuesto que sabes que lo que tuiteas es una tontería y lo usas para hacerte pndejo con el tema de las medicinas para los niños con cáncer.
Ponte a trabajar remedo de presidente!",18 ago.,@OsvaldoLuciotto
"Licenciado peje, ya mande al bote a Salinas de Gortari, Peña y Calderón.",18 ago.,@ElReyTuitero
"¿Alguna defensa a esta  barbaridad los “apartidistas”🤔, que casualmente siempre son panistas? Los leo.",18 ago.,@fabiolacomsille
En verdad es indignante lo que los gobiernos neoliberales hicieron con nuestra Patria!!! 😡😡😡#PuraRobadera y #Entreguismo Muchad gracias Sr. Presidente por recuperar los bienes de la Nación ❤️🇲🇽 #EsUnHonorEstarConObrador,18 ago.,@alegvilla1
"Buena tarde Sr Presidente 
Muchas y muchos mexicanos ahora se dan cuenta por q eras un peligro no para México sino para la mafia que existía y que gracias a ti se está destapando la corrupción. Se está destapando todo el cochinero que tenian y su plan era desmantelar todo México",18 ago.,@MxJovenesMorena
"Es una pena Presidente que esté tan mal informado, APIVER no es una empresa privada, con razón el país está cómo está !!!",18 ago.,@acastagne
"¡Muy bien!
Lástima que el corrupto de Ruíz Esparza ya murió, tuvo que dar muchas explicaciones en este tema.

A quitar la concesión, nada de simulación.🤓",18 ago.,@BVelasa97
"Ojalá que, por el bien de México, los intelectuales no tarden en publicar otro desplegado. 🤓",18 ago.,@aracelibs
"El famoso tratado de bucareli debe ser estudiado. 

Malditos sinvergüenzas.

No más de eso presidente!
Con todo contra esas estas corruptas!
#AmloSeQueda
#AMLONoEstasSolo",18 ago.,@Paulguerra16
"Pero en serio, porque todo se queda en “vamos a..”, y ya se convirtió, esto, en el cuento de “Pedro y el Lobo”.",18 ago.,@laishawilkins
"Tiene 18 años hablando de lo mismo. Mejor díganos cómo va usted con el cumplimiento de sus promesas de campaña:

-Crecimiento Económico del 4%
-Baja de la inseguridad
-Cero corrupción en su gobierno
-Sistema de salud estilo Dinamarca o Noruega.

El tiempo se le acaba.",18 ago.,@cparadal
"Es una vergüenza haber tenido personas así como presidentes, cada dia se conocen tratos que hicieron por debajo del agua, los medios callaron cómplices. Esta #4taTransformacion nadie la para. 
#AMLOEstamosContigo",18 ago.,@nonalorehedzg03
"Usted siempre en temas tan importantes, mientras los niños con cáncer siguen sin tener medicinas, los niños con cáncer siguen sin tener medicinas, los niños con cáncer siguen sin tener medicinas, los niños con cáncer siguen sin tener medicinas....",18 ago.,@la_grenitas
"Queremos a Peña en la cárcel , mi querida cabecita de algodón 😌

Cuenta con todo nuestro apoyo. ❤️🇲🇽",18 ago.,@nayeli786
"- Miren miren el video de un caso de corrupción !!! 
- De Bartlett ? 
-No el otro 
- De Zoe dando contratos ??
-No el otro 
- De Nahle dando contratos a su compadre ? 
- No el otro 
- De las casas de Irma y Ackerman ? 
- El otro, ash ustedes no quieren un cambio ....",18 ago.,@ISROAGM
Muy bien Presidente 👏🏼👏🏼👏🏼 Puro delincuente de cuello blanco nos gobernaba. 🥴,18 ago.,@anavibibi
@lopezobrador_ te hacen falta muchos lozoyas para desviar la atención del c💩gadero que tienes,18 ago.,@LuisArm28147370
Esfuerzos?....deben redoblarlos porque no los vemos.  Siguen muriendo niños con Cáncer.  URGE atiendan este tema............Urge.,18 ago.,@magugaki
"Continúan los esfuerzos para destruir el sistema de salud y el país completo.

Verborréa matutina.",18 ago.,@StarwalkLucifer
"@lopezobrador_ le dice a @Rosario_Robles_ , qué si canta, podría salir de la cárcel. Al igual que @EmilioLozoyaAus. @ComunidadPri_mx @EPN @diputadospan",18 ago.,@MarcoA_Olvera
"Buenos días, Inquebrantable y Lider Nato, C. Presidente Constitucional de los Estados Unidos Mexicanos Lic Andrés Manuel López Obrador.",18 ago.,@alexrora
"Queda claro que con esfuerzos no es suficiente. 

Se requiere de inteligencia y salud mental por lo cuál le exigimos deje el puesto para que llegué alguien que si sepa lo que hace. 

Los niños con cancer y los enfermos x Covid se lo agradecerían.

Fin del comunicado!✍️✍️",18 ago.,@DonPorfifirio
"Todo mundo sabía que el PRI fué corrupto y metía la millonada a sus campañas, que no queden IMPUNES los delitos es OBLIGACIÓN de la autoridad.

Ahora que López EXPLIQUE cuanto gastó y como se financió 18 años de campañas, viajes, giras, mítines, publicidad, medios, etc, etc.",18 ago.,@oscarrb35
"Dió la orden de liberar a Ovidio y saluda a la mamá del chapo

Pero Calderón era el narco.",18 ago.,@CandyHoneyLiz
"¿Mejorando? Cada sexenio el abasto del IMSS , ha ido en picada . En este sexenio prieto , se ha reducido a nada , no solo los enfermos de cáncer sufren de su indiferencia , todos , TODOS , los enfermos .
Vaya a una sala , a ver a los epilépticos .",18 ago.,@doc_eva
"Sin dinero, sin ganas y sobre todo sin inteligencia, jamás lo logrará, estamos peor que nunca",18 ago.,@marcosuspendido
"Muy buen dia mi presidente.

Aqui presentes como siempre, Apoyandolo con todo.

Sin importar las fakenews y el golpeteo politico, El pueblo jamas permitira que regresen aquellos que saquean y se creen dueños de mexico.",18 ago.,@forozcolg
"Por eso el presupuesto en salud se recortó en plena pandemia.
Apelando al fanatismo e ignorancia de sus seguidores.",18 ago.,@Geherard
"Muy buenos días Señor Presidente... trabajando con el mejor equipo. Siempre trabajando arduamente por el bienestar de los mexicanos. 

Mi admiración y respeto para usted Señor Presidente, grande Dr. López-Gatell, informando puntualmente sobre esta epidemia. 
#AMLOLujoDePresidente",18 ago.,@Yoly261504
"Es mentira que se estén esforzando para mejorar el sistema de salud pública.
La ineptitud del gobierno y el manejo criminal que le ha dado a la pandemia están hundiendo al país.
Engañan diciendo que ya pasó lo peor y que vamos bien mientras los muertos y los pobres aumentan.",18 ago.,@aracelibs
"Si la pandemia nos hubiera tocado con canallin 

Ahora no tendríamos ningun muerto
Esto avalado por los medios 
Chayoteros y comentocratas

Ya nos hubieran súper endeudado
Para repartirse el dinero 
Cómo hemos visto en el vídeo

Gracias a Dios ya no vivimos 
En esa simulación",18 ago.,@cocteaw
Reduciendo las pruebas de covid! Y culpando a calderon ( estrategias que hasta hoy día dieron resultados funestos!),18 ago.,@empanadajodona
"@lopezobrador_ 
Incumple todo lo que prometió
tanto se ufanó de lo que haría!
de salvador del país se vistió 
solo pena da y el que escribe diría
que no le cumple ni a su mujer
y se la ha dé hasta perder
o le da asco de ella comer
que ni siquiera un poco lamer!
#PayadoresMx",17 ago.,@KFLaProvidencia
"@lopezobrador_ decía
La cultura será apoyada
salió con su jalada
los indígenas serán apoyados
y parecen desahuciados
seré ejemplo de austeridad
y hace pura calamidad
yo gobernaré para todos
ahora sabemos sus modos
que terneros un gran gabinete
lleno de puro zoquete
#PayadoressMx",17 ago.,@KFLaProvidencia
¿Vamos? Yo con usted ni a la esquina...,17 ago.,@ReginadelC
Vamos compadre? Conmigo no cuente. No quiero tener que ver con un hombre trastornado que sólo desea causarle daño a los mexicanos.,17 ago.,@ElAmaDeCasa1
"Faltan medicamentos oncológicos, faltan esquemas completos de vacunación, faltan anticoagulantes y heparinas. 
No hay quimios, presidente.",17 ago.,@Vivianolala
Otro día en la república bananera del presidentito que quiere todo el crédito de lo bueno que no hace y niega toda responsabilidad de lo malo que hace.,17 ago.,@Invictus_360
"El kks no soporta la inteligencia y personalidad de Ricardo Anaya, sería bueno tenerlo como candidato en 2024 para que limpie el cochinero que está dejando el kks.",17 ago.,@CandyHoneyLiz
"Les recuerdo a los mexicanos que la vacunación es una obligación del Gobierno, no debe ser condicionado por un voto. Se robo todo el dinero de nuestros impuestos que ni para la vacuna tiene, desmantelo el sistema de salud que no va poder con un plan de vacunación",17 ago.,@rr_analu
López nos estás matando y sigues de populachero,17 ago.,@FestivalChin
"Buen dia mi presidente.

Que excelentes noticias sobre el aeropuerto felipe angeles

En tiempo record y listo para ser entregado al pueblo.

No como otros que solo hacian BARDAS.",17 ago.,@forozcolg
"Sr no queremos transformacion, queremos a los Mexicanos Vivos si no puede con eso, no puede con nada! Y si piensa que entre menos burros, mas olotes para usted, es claro, es él peor presidente! Salve a los contagiados, traiga los medicamentos, recontrate a doctores despedidos!",17 ago.,@ClemenPC
"Buenos días Sr PRESIDENTE y a todo México. Menos a los bots trolls y traidores a la patria. Esos que se pudran!!

La transformación nadie ni nada la para. 
Décadas de saqueo y robo a la nación merecen ser castigadas. 
#CarcelACalderon por narco. 

México lo exije Sr PRESIDENTE",17 ago.,@MxJovenesMorena
El aeropuerto de Texcoco estuviera funcionando ya.,17 ago.,@CRUZCIRO1
"Efectivamente estas transformando a México en un gigante CEMENTERIO. Sigues haciendo POBRES a manos llenas y sigues con un terrible RETROCESO en todos los ambitos, los niveles de INSEGURIDAD están como nunca, el DESEMPLEO en el nivel mas alto y la CORRUPCIÓN esta desbordada.",17 ago.,@serabenh
"México tiene un ᵖʳᵉˢᶦᵈᵉⁿᵗᵉ  que habla mucho, pero para mal informar; que oye, pero no escucha; da órdenes, pero no se responsabiliza; promete, pero no cumple y que camina, pero no avanza. 

México tiene un ᵖʳᵉˢᶦᵈᵉⁿᵗᵉ  que no le sirve para nada.",17 ago.,@aracelibs
"Lo único que se ha transformado en dos años son las cuentas de banco de tus hijos. Eres una estafa, López.",17 ago.,@LuisAltamiranoR
Los niños con Cáncer siguen sin medicinas! Buenos días!,17 ago.,@_karenzitag
👏👏 52 mil 455 empleos muy buenos!,17 ago.,@OyeCielitoLindo
"Mtaa...

Igual que los respiradores del @Conacyt_MX qué llegaron 60 días tarde.

¿Se imaginan cuántas personas murieron a la espera de un respirador, durante 60 días de retrasó?",17 ago.,@F311O85
Demos las gracias Don @carlosslim por haber salido en defensa de la población mexicana ante la evidente incompetencia y necedad del desgobierno pejista,17 ago.,@hachavarrias8
"Gracias Carlos Slim, que cagante es ver gente saludando con sombrero ajeno, che gente nefasta",17 ago.,@EINARSON6
"¡Excelente noticia!
Aunque leo a tanta gente llena de odio.
""Que sí no le importa tu vida, que no es gracias a usted, que sí la ciencia neoliberal,que sí Slim, que sí la esperanza de los mexicanos""... a esa gente el odio ya los rebasó, cuál pandemia.
¡Pobrecitos! 😁",17 ago.,@BVelasa97
"Mi Tlatoani de Macuspana. 🥰

Es un honor haber votado por usted, y que sea quien nos represente. Gracias !  🇲🇽♥️",17 ago.,@nayeli786
"Comi siempre, este HDSPM saludando con sombrero ajeno.
Es cierto que quizá para el primer trimestre del año que viene esté listo la vacuna, pero ningún mérito tiene este dictador de cuarta, será posible gracias a Slim, Universidad de Oxford y Astra zeneca.
Que presumes pendejo?",17 ago.,@LenMagno11
"Presidente

Las campañas de vacunación son gratuitas desde hace muchos años

Lo único diferente, es que ahora no hay vacunas

Eso es de miserables",17 ago.,@pkomayo
"“Es probable que en Abril lleguemos al pico de la pandemia. “

“Vamos a crecer al 6%”

Etc. Etc. Etc.

Ya nadie inteligente le cree sus palabras. 

Fin del comunicado!✍️🧐",17 ago.,@DonPorfifirio
"Ojalá pero eso únicamente gracias a Carlos Slim y los laboratorios, a ellos debemos agradecerles. Ups, es conservador, es neoliberal.",17 ago.,@VictorGtzE64
"Ay presidentito quedando bien con sombrero 🎩 ajeno y a todo esto usted que ?
Puras pifias no se acuerda cuando dijo que esta pandemia le vino “ como anillo al dedo “ 
Sus risas burlonas y sigue sin hacer absolutamente nada !
Por eso usted es un fracaso y será acabado !",17 ago.,@pmigoya
"@lopezobrador_ hace CARAVANA CON VACUNA AJENA. Como siempre, es un arribista.",17 ago.,@ClaireBloom19
"Un poquito de vergüenza si le vendría bien. Quien esta trabajando las vacunas no es usted ni su gobierno de 4ta... son esos a los que tanto les tira mierda, los neoliberales, los capitalistas, jajajajajaja",17 ago.,@parcemk
Cómo cuando bajó el precio de la gasolina en el ámbito internacional y el mitómano salió a decir que él lo ordenó; ahora se quiere colgar el mérito de un empresario preocupado por lo que @lopezobrador_ nunca hizo. El presidente genocida tendrá que responder por cada fallecido.,17 ago.,@borarje
Perfecto. Ya para entonces con unos 100 mil muertos por su ineficacia ante el control de la pandemia.,17 ago.,@egomezislas
"Desearía de todo corazón que a este demente hoy le asistiera la razón, pero la forma como ha dado conocer la información solo reafirma su intención propagandística, de cara a la pérdida de popularidad que ha sufrido su imagen.",16 ago.,@dare_nadepa
"Eres admirable Andrés Manuel! 

#AmloElMejorPresidenteDelMundo 

Este 2021 #NiUnVotoAlPRIAN2021",16 ago.,@DraAleMont
"Hasta no ver, no creer. Así había unos respiradores que debieron estar listos en Mayo y... por cierto ¿y las pipas? ¿Y el equipo traído de China?",16 ago.,@mgao71
"Esperemos sea gratuita, como la de la influenza de @FelipeCalderon   😃😃 @VivoEnLeon @artaroo2001 @divina_flor",16 ago.,@Jorgito702Jorge
"Por favor no juegue con la esperanza de los mexicanos.
Ya basta!!!",16 ago.,@ElAmaDeCasa1
¡Deje de mentir! Imposible que México cuente con una vacuna efectiva contra el COVID en Noviembre. Y en el hipotético caso que así fuera ¿con qué la va a pagar? Le recuerdo que los niños con cáncer siguen sin acceso a sus medicamentos #LOPEZGenocida,16 ago.,@PermanenteLa
Gracias al neoliberalismo y al capitalismo!!!,16 ago.,@MonomitoMex
"""Nos pusimos de acuerdo"" me suena a manada, lo están logrando, la Universidad de Oxford, Astra Zeneca y la fundación Carlos Slim, nada que ver los gobiernos de México o Argentina, nomas no estorben.",16 ago.,@sfajardoo
Nuestro agradecimiento para las farmacéuticas que apoyan la investigación y desarrollan la maldita ciencia neoliberal que nos dio una vacuna #COVID__19  🙏🏻😎,16 ago.,@Funesta
"Vaya, es una buena noticia; gracias Don Carlos Slim, usted siempre salvando a México de incompetentes",16 ago.,@la_grenitas
"Es una gran noticia,  ya se ha dicho que se tienen reservas para esta vacuna tan esperada y es grato que se utilicen a beneficio del pueblo. 
#AMLOApostandoALaSalud",16 ago.,@nonalorehedzg03
¡Vivan las farmacéuticas neoliberales y la minoría rapaz como Slim!,16 ago.,@RiosCorona1
"Gratuita, porque es la ley‼️",16 ago.,@laishawilkins
"¡Felicidades y gracias a usted y a todos los mexicanos que votamos por usted, Señor Presidente! ¡Celebremos la desactivación gracias a usted y a la 4T de OTRA PESADILLA MÁS de tantas que había en México💪👍😁👊👌!",16 ago.,@jaretos
A como hacen todo ustedes será noviembre del 2024,16 ago.,@Lizgottik
"Afortunados los mexicanos que contamos con un gobierno humanista que llegó en el momento oportuno, sin duda un gran alivio para quienes son los mas vulnerables y para #Mexico",16 ago.,@liderfiscal
"Te faltó decir que no es gracias a ti, ya que con el inmenso talento que existe por parte de los investigadores mexicanos, si no fuera por tus recortes en este campo, México podría ser quien esté elaborando esa vacuna.",16 ago.,@luis_gj
"Certidumbre y confianza es justamente lo que tú, presidente @lopezobrador_ nunca serás capaz de ofrecer.",16 ago.,@bereaguilarv
"VACUNA  vs  COVID-19 en MÉXICO

Gracias a:

1) Universidad de Oxford  
2) Astra Zeneca  de USA
3) Carlos Slim y Fundación TELMEX 

La 4T NADA TUVO QUE VER

KKs  no estorbes",16 ago.,@BELLOELQLOLEA
Hay que agradecer a Carlos Slim y su fundación. ¿Tú qué?,16 ago.,@CarlosTorresF_
Es un honor estar con Obrador. 🇲🇽,16 ago.,@ElReyTuitero
"Ya hay 66 millones de pobres, gracias a tu ineptitud.",16 ago.,@JosePersol
"Una duda Amado líder.

No será que son los puestos de las personas que fallecieron por COVID-19?

Es raro que las cifras se parecen mucho.

Entonces para los 2 millones que prometió, falta que mueran mas mexicanos?.

Es duda nada más.

Gracias por su repuesta, buen fin.",16 ago.,@FRANCIS96915887
@lopezobrador_ #ConLosNinosNo  que bien que su hijo puede disfrutar de unos días de descanso. El tema sobre la mesa es: 1.- La austeridad solo aplica para usted? El lugar que visitó es muy neoliberal. 2.- Y cuando los medicamentos para los niños con Cáncer?,16 ago.,@Coyobobo
"Renuncia López 
Mèxico Te detesta",16 ago.,@FestivalChin
Los empleos que se perdieron fueron más. También las vidas. No hay nada que aplaudir.,16 ago.,@pedroj86
"-2 MILLONES de empleos en 9 Meses- aseguró sin ningún fundamento Obrador 5/04/20 Otra de sus afirmaciones fantasiosas e Irresponsables.
Estamos en el 5to mes y su buena noticia es que se han recuperado 55 Mil, solo un 10% de lo que prometió.
Y sus Chairos le siguen creyendo",16 ago.,@cuattro1968
"Sigue contando como ""empleos"" a los beneficiarios de las becas nini??

O a los beneficiarios de viles creditos a la construcción?

Sigue inflando sus cifras, señor?",16 ago.,@EnriqueGzs
Ya solo faltan 1’950’000,16 ago.,@PerritoDoctor
"Y cuantos trabajos se han perdido, por tu ignorancia?
#ElCacasDestructorDeMexico
#ElPeorPresidenteDeLaHistoria
#LopezEstasBienPendejo",16 ago.,@galadelara
"Mentiras y más mentiras!! Piensas que no existen medios para corroborar tus falsedades?? Wey ya vivimos en la época en donde no nos puedes engañar, actualízate",16 ago.,@AlanaRendon
"Está usted bien pendejo. Los empleos recuperados, si es que existen; no se deben a tu gestión o se deben a tu gran gobierno. Si existe esa recuperación del empleo, se debe a los empresarios que con su gran aporte siguen adelante a pesar de usted y su estúpida 4T.",16 ago.,@Enrique_MtzMa
"Ya nada más te faltan 1,947,545 empleos, para los dos millones que prometiste HDTPM!!",16 ago.,@raulwarnholtz
"Se me hace que le dijeron 52,000 muertes por covid 19 y este tipo dice que son empleos.",16 ago.,@Regio_Mty_NL
"Mentiroso de mierda!! 
Seguro vas a decir que tú inventaste la vacuna para el covid!",16 ago.,@ElLobo89551975
"No debiste usar el #COVID para asesinar a tus opositores; solo lo esparciste matando a gente inocente.

Miserable",16 ago.,@JuanConnor18
"Bien  presidente @lopezobrador_ !

Saldremos de esto pronto. 

¡Todos sabemos que usted y su gabinete están trabajando por México!",16 ago.,@Guasonhappy
Y los 2 millones que prometió? Esos 52 mil no son nada en comparación con lo que se perdió y sus promesas vanas...,16 ago.,@malusita76
"Que tiempos aquellos cuando había campañas para cuidar el agua, vacunar a los niños o cosas así.

Ahora el gobierno se la pasa en campaña comprando votos. 😒",16 ago.,@CandyHoneyLiz
"Gracias querido Presidente, nos felicitamos todos y esperamos pronto volver a llenar las plazas reunidos con alegría con usted. Yo con #AMLO por La Paz y la democracia 🇲🇽🕊",16 ago.,@Hasardevi
